,text,label,predicted_result
376,15 Summer Activities Under $10 For Kids...And Those Of Us Who Never Grew Up,clickbait,clickbait
377,These Brothers Did Something Amazing In The Streets OF Vancouver. WOW. I'm Speechless,clickbait,clickbait
378,The Albatross 3rd & Main review  avian caper becomes a wild goose chase,news,news
379,25 Tattoos That Will Make You Feel Better About Your Choices In Life,clickbait,clickbait
380,Serena Williams beats Belinda Bencic in Australian Open first round  as it happened,news,news
381,Catch-up and download: from Riverdale to Seth Meyers,news,news
382,US planes strike Isis fighters in Libya 'planning attacks in Europe',news,news
383,21 Hilarious Tweets About Exes That Will Make You Laugh Harder Than You Should,clickbait,clickbait
384,8 Secret Service Blunders That Put The Presidents Life At Risk,clickbait,clickbait
385,17 killed in eastern China restaurant as gas container explodes,news,news
386,Theresa May: I will tell Trump when I find something unacceptable,news,news
387,12 Twitter Reactions To The Jonas Brothers Split,clickbait,clickbait
388,17 Incredible Google Doodles Wed Make If We Knew How,clickbait,clickbait
389,Tripura Left leader Manoranjan Acharjee arrested for sexual offence,news,news
390,Everton beat Crystal Palace 1-0 to keep Sam Allardyce waiting for win,news,news
391,Thomas Jefferson and Abraham Lincoln are tough acts to follow,news,news
392,These 14 Places Make Good Enough Hot Chocolate That You'd Be Willing To Travel For It,clickbait,clickbait
393,You'll Never Throw Away Your Broken Pots Again After You See These 15 Gorgeous Creations,clickbait,clickbait
394,"Kolkata: Salary in, but dry run at ATMs continue",news,news
395,Bombay High Court upholds 10-year jail term for duo who raped pregnant woman,news,news
396,Viral WhatsApp Hoaxes Are Indias Own Fake News Crisis,clickbait,clickbait
397,Yo-yo dieting may cause extra weight gain: Study,news,news
398,Two Philippine coast guard men escape from Abu Sayyaf extremists,news,news
399,"Historic agreement: North, S Korea agree to reunite families separated by Korean war",news,news
400,Women Are Suing St. Ives Over Claims Its Apricot Scrub Causes Skin Damage,clickbait,clickbait
401,Trump-Supporting CEO Kicked Out Of Y Combinator Startup Incubator,clickbait,clickbait
402,"Homeland recap: season six, episode two  The Man in the Basement",news,news
403,13 Things Every Person Who Is ALWAYS Cold Will Definitely Understand,clickbait,clickbait
404,These Wrestlers Look Absolutely Flawless With Or Without Their Masks,clickbait,clickbait
405,31 Animals With Their Smaller Versions.  When You See It Your Heart Will Melt,clickbait,clickbait
406,Which Male Singer Should You Date Based On Your Zodiac Sign?,clickbait,clickbait
407,Uber Just Bought An AI Startup To Make Its Self-Driving Cars Smarter,clickbait,clickbait
408,9 Beautiful But CREEPY Body Art Masterpieces,clickbait,clickbait
409,In fruitless pursuit of permanence,news,news
410,Australian Open: Venus Williams downs Mona Barthel to reach quarter-final,news,news
411,5 Reasons To Study The Humanities,clickbait,clickbait
412,&quot;Star Wars&quot; Icon Carrie Fisher Dies,clickbait,clickbait
413,"Man beats wife to death for coming home drunk, sentenced to 10-year jail",news,news
414,Someone Dressed This Dog Up As A Giant Mutant Spider...And What Happens Next Is Hilarious,clickbait,clickbait
415,Mauricio Pochettino still learning four years into his search for perfection | Amy Lawrence,news,news
416,This Woman Can Transform Into Different Celebrities With Just A Little Makeup,clickbait,clickbait
417,What Do You Think Is The Funniest Tweet Of 2016?,clickbait,clickbait
418,Army minister accuses Corbyn of siding with Russia against Nato,news,news
419,"15 Signs You Are Big Ang From ""Mob Wives""",clickbait,clickbait
420,Uttar Pradesh polls: SP seat talks hit a wall as Congress gets ambitious,news,news
421,St Stanislaus' College: Catholic school to apologise to sexually abused students,news,news
422,Police called to quell alleged riot at Victorian youth detention centre,news,news
423,"David Boon, Matthew Hayden inducted into Australian Cricket Hall of Fame",news,news
424,Using public toilets while vacationing? Take precautions,news,news
425,Internal Politics Already An Issue In Ben Carsons Confirmation Prep,clickbait,clickbait
426,Education secretary's constituency to lose out in funding changes,news,news
427,Scientists develop new device to treat cancer and other ailments,news,news
428,Ryder Cup qualifying set to get wildcard shakeup from Thomas Bjorn,news,news
429,Commentator Doug Adler dropped over Venus gorilla remark,news,news
430,7 Urban Dictionary Words Every Teen and 20-something Should Know,clickbait,clickbait
431,The Gay Couple Who Adopted My Baby Are Exactly The Parents I Wanted Him To Have,clickbait,clickbait
432,30 Mountains That Turn Into Winter Wonderlands. #5 Is So My Absolute Favorite,clickbait,clickbait
433,"Cashless in Malappuram: Rs 5 each in 27 accounts, no water, power or toilets",news,news
434,21 Photos That Were Taken At The Worst Time And Are Now Incredible,clickbait,clickbait
435,"10 Pictures Of Tents That Will Ultimately Have No Impact, Good Or Bad, On Your Life",clickbait,clickbait
436,26 Long-Haired Hotties Who Will Hypnotize You With Their Luscious Locks,clickbait,clickbait
437,This Dog Was Banned From Their Bed...But This Is What She Did When Everyone Left,clickbait,clickbait
438,"Thoughts You Have When Rewatching ""Home Alone 2"" For The 50th Time",clickbait,clickbait
439,"BMC polls: As alliance with BJP in limbo, Uddhav Thackeray targets PM Modi",news,news
440,9 Sea Ceatures That Are So Strange Looking You'll Start Believing In Aliens,clickbait,clickbait
441,41 Thoughts You Have When You're Stuck In A Stupid Chimney,clickbait,clickbait
442,Everyone Loves The Man Who Rescued This Cat Stuck In Ice,clickbait,clickbait
443,Whenever Oprah Loses Weight Investors Buy More Weight Watchers Stock,clickbait,clickbait
444,16 Pieces Of Mom Logic That Will Make You Laugh Out Loud,clickbait,clickbait
445,Why dont I enjoy life? You asked Google  heres the answer | Anouchka Grose,news,news
446,Crying 'fake news' is handy for politicians but toxic for democracy | Lenore Taylor,news,news
447,"Vietnam frees high-profile blogger, US call for more releases",news,news
448,Guinea-Bissau: intrepid outsiders who will make history at the Cup of Nations,news,news
449,Stonehenge tunnel is a monumental error | Letters,news,news
450,"If Jeremy Corbyn is looking for big radical ideas, heres one that could work | John Harris",news,news
451,Donald Trump era begins with Obamacare rollback and missile defence plan,news,news
452,The honeymoon is already over for President Trump | Richard Wolffe,news,news
453,13 Makeup Ideas That Scream Halloween. #4 Is The Perfect Amount Of Creepy,clickbait,clickbait
454,Julian Assange willing to travel to US,news,news
455,"Young cancer survivors possess increased risk of suicide, says recent study",news,news
456,Tate to name Maria Balshaw as new director to succeed Serota,news,news
457,Brazil police interrogate 5 inmates in prison riot killings,news,news
458,These 21 Travel Tips Are Going To Save You HOURS Of Wasted Energy. #4 Makes So Much Sense,clickbait,clickbait
459,10 Beautiful Interracial Arrests,clickbait,clickbait
460,21 Creative Staircases From Around The World,clickbait,clickbait
461,Abduction is order of the day in Meghalayas Garo Hills,news,news
462,"Mumbai: Were scared about our jobs, say staff, as Eros, other shops open to business",news,news
463,How The 2016 Election Blew Up In Facebooks Face,clickbait,clickbait
464,17 Reasons People Who Live In Norway Are The Luckiest Sons Of B*tches On Earth,clickbait,clickbait
465,What % Poo-Obsessed Are You?,clickbait,clickbait
466,27 Pretty Products To Show Love For Your Home State,clickbait,clickbait
467,England Women recall quartet for Six Nations,news,news
468,Leicester City 0-3 Chelsea: Premier League  as it happened,news,news
469,The Top 8 All-Time Best Songs Of The Summer,clickbait,clickbait
470,"If These Disney Characters Were All 21, This Is What These Movie Titles Would Have Been",clickbait,clickbait
471,I-League: Shillong Lajong FC beat Minerva Punjab FC 2-1,news,news
472,Here's The Strange Story Of The Lonely Serial Killer,clickbait,clickbait
473,"15 Slutty Halloween Costumes...But This Time, They're All For Men",clickbait,clickbait
474,Brexit border 'would make sitting ducks of Northern Ireland police',news,news
475,"Bid to identify body found in suitcase near ltt: Mumbai cops share minors photograph on social media, news channels",news,news
476,Literally Just 16 Hilarious Tweets About Being A Sagittarius,clickbait,clickbait
477,"Demonetisation: Poor have accepted decision, we dont see them as vote bank, says PM Modi",news,news
478,The 24 Most Awkward Names That Ever Existed. I Refuse To Even Speak #4 Aloud,clickbait,clickbait
479,The Crystal Maze returns for full series presented by Richard Ayoade,news,news
480,21 Places From Around The World You Must Visit Before You Die,clickbait,clickbait
481,"Kolkata: HC allows adoptive couple to keep child, directs mother to approach lower court",news,news
482,18 Waterfalls You Thought Only Existed In Fairy Tales.  #1 Looks So Magical,clickbait,clickbait
483,"Two Bangladeshi nationals held, one in Mumbai, for West Bengal nuns rape",news,news
484,Black Lives Matter Activists Not Happy Civil Rights Leaders Attended Trump Meeting,clickbait,clickbait
485,Andy Murray knocked out in Australian Open fourth round,news,news
486,Kabir Kala Manch artistes to take to the streets again,news,news
487,Cyprus talks bring Nicosia to 'a point where we can have hope',news,news
488,People Are Wearing Safety Pins In Solidarity After The US Election,clickbait,clickbait
489,An Abused Fluffy Chicken + A Horribly Deformed Puppy = An Amazing Story Of Friendship,clickbait,clickbait
490,"Diet diary: This new year, some fresh ideas to get fitter",news,news
491,"The Cast Of The Cosby Show: Then, Now, And Forward Unto Eternity",clickbait,clickbait
492,The Da Vinci Code code: what's the formula for a bestselling book?,news,news
493,Manish Sisodia hails SCs order on private school fee hike as historic,news,news
494,Mark Carney signals Bank of England may raise forecast for UK economy,news,news
495,Benot Hamon tops poll in first round of French Socialist primary race,news,news
496,The 9 Absolute Worst Moments To Start Feeling Hungry,clickbait,clickbait
497,22 Adorable Puppies Looking So Adorable During Bath Time. I Just Want To Cuddle #4 To Death,clickbait,clickbait
498,"Why notifications at 11th hour, asks HC",news,news
499,19 Deep Sea Creatures That Prove Mother Nature Is A Little Bit Disturbed. What The Eff Is #4?!,clickbait,clickbait
500,9 Crazy Celebrity Romances You Never Hear About,clickbait,clickbait
501,Just 22 Cute Animal Pictures You Need Right Now,clickbait,clickbait
502,"This Elderly Couple Died Two Days Apart, So Why Arent The Police Investigating It?",clickbait,clickbait
503,New Orleans To Pay $13.3 Million Over Hurricane Katrina Police Killings,clickbait,clickbait
504,A Singer Used Sign Language To Communicate With A Deaf Fan And People Are Touched,clickbait,clickbait
505,"Hillary Clinton Calls On Congress, Silicon Valley To Address Fake News ""Epidemic""",clickbait,clickbait
506,"Trump could use UK trade deal to boost golf resorts, say former ethics officials",news,news
507,Ata Kand's best photograph: a Gypsy family fleeing execution by the Russian army,news,news
508,How Thatcher and Mays EU speeches measure up  in data,news,news
509,West Ham sign centre-back Jos Fonte from Southampton in 8m deal,news,news
510,Andy Murray could meet Roger Federer in Australian Open quarter-final,news,news
511,Here's Where Donald Trump Gets His News,clickbait,clickbait
512,The Novel of the Century by David Bellos review  the story of Les Misrables,news,news
513,8 Must-Know Tips To Win Your Fantasy Football League This Year,clickbait,clickbait
514,Workplaces Are Tracking Their Employees' Sleep,clickbait,clickbait
515,Weetabix with ham and eggs: I nearly choked,news,news
516,Crowdfunded small-press prize announces inaugural shortlist,news,news
517,The community conservation project changing lives in Mexico,news,news
518,Link cash machines may start charging because of row about network fees,news,news
519,"A year after horrific fire, Kalbadevi set to give BJP another chance",news,news
520,Bangkok blast probe: Malaysia detains 8 suspects for questioning,news,news
521,Literally Amazing! This Incredible Dad Loved His Family So Much He Got Eye Enlargement Surgery S,clickbait,clickbait
